creation,exit,response,execution,wait,io
6356,6689,333,13,320,0
6309,6693,384,2,382,0
6312,6718,406,24,382,0
6317,6873,556,66,490,0
6326,6881,555,93,462,0
6310,6942,632,56,576,0
6319,7037,718,94,623,0
6325,7067,742,29,713,0
6327,7163,836,94,742,0
6330,7167,837,2,835,0
6331,7169,838,2,836,0
6332,7173,841,4,837,0
6333,7175,842,2,840,0
6334,7179,845,4,841,0
6335,7181,846,1,845,0
6336,7292,956,110,846,0
6337,7296,959,3,956,0
6338,7298,960,2,958,0
6340,7308,968,9,959,0
6339,7396,1057,59,989,9
6341,7411,1070,15,1053,2
6347,7417,1070,5,1054,11
6355,7419,1064,1,1053,10
6350,7465,1115,40,1075,0
6342,7544,1202,59,1143,0
6364,7624,1260,59,1191,10
6343,7633,1290,8,1282,0
6344,7647,1303,13,1288,2
6345,7678,1333,5,1328,0
6311,7760,1449,59,1390,0
6346,7770,1424,9,1415,0
6365,8309,1944,539,1405,0
6316,8314,1998,1,1997,0
6318,8380,2062,64,1998,0
6351,8425,2074,26,2048,0
6353,8561,2208,136,2072,0
6358,8601,2243,38,2205,0
6354,8701,2347,72,2275,0
6352,8761,2409,59,2350,0
6360,8788,2428,1,2427,0
6361,9048,2687,259,2427,1
6362,9596,3234,521,2713,0
6315,9597,3282,2,405,2875
6366,9677,3311,56,3256,0
6367,9994,3627,316,3311,0
6348,9995,3647,2,1074,2571
6306,10074,3768,2,159,3607
6368,10176,3808,64,3744,0
6349,10446,4097,1,1299,2797
6304,10644,4340,14,19,4307
6303,10711,4408,23,6,4379
6313,10840,4527,1,406,4119
6359,10941,4582,1,1052,3529
6357,11152,4795,1,2215,2579
6363,11270,4907,1,948,3958
